modality,gene,cell_type,bla_mean,mpfc_mean,bla_frac,mpfc_frac,log2fc,frac_diff,bla_rank,mpfc_rank
10x,Htr5a,Microglia NN,0.011886079428942244,0.022910520357613953,0.0016223231667748216,0.0030778250036640775,-0.5885352975591154,-0.001455501836889256,9,9
10x,Htr5a,Pvalb Gaba,1.0464946168279972,0.6812052591096455,0.21295606850335072,0.13211046990931574,0.6120993167507291,0.08084559859403498,3,3
10x,Htr5a,Pvalb chandelier Gaba,0.9383349153110049,0.5562550982269504,0.18421052631578946,0.09929078014184398,0.7439445189585969,0.08491974617394549,4,6
10x,Htr5a,Sncg Gaba,1.4302712131675874,0.9054189968189233,0.2882136279926335,0.16884176182707994,0.6538363706022451,0.11937186616555356,1,1
10x,Htr5a,Sst Chodl Gaba,0.7814807450892857,0.5374622009569378,0.16294642857142858,0.10526315789473684,0.531794894778525,0.05768327067669174,6,4
10x,Htr5a,Sst Gaba,0.8130006032579532,0.537835488842128,0.16519739363740896,0.10143520017265566,0.5871507611290684,0.0637621934647533,5,5
10x,Htr5a,Vip Gaba,0.834038348918789,0.4225328130392565,0.1494473810667948,0.0697738937439312,0.9644989659170037,0.07967348732286361,7,8
10x,Htr5b,Astro-TE NN,0.004033045135841171,0.0026952804920560435,0.0005747126436781609,0.0004022256485888583,0.1445358336307443,0.00017248699508930259,10,8
10x,Htr5b,Lamp5 Gaba,0.028791294453642383,0.026374755670696606,0.005794701986754967,0.004797543657647284,0.09279536149713657,0.0009971583291076827,2,1
10x,Htr5b,Lamp5 Lhx6 Gaba,0.01436177772861357,0.0,0.0029498525073746312,0.0,1.2846194134854658,0.0029498525073746312,4,9
10x,Htr5b,Microglia NN,0.019067811680726802,0.009006319742048952,0.0027579493835171967,0.0011725047633006009,0.6129432596831468,0.0015854446202165958,5,6
10x,Htr5b,Pvalb Gaba,0.012494722338049144,0.007062601669414674,0.0029784065524944155,0.0014427040395713108,0.39874891670934975,0.0015357025129231047,3,4
10x,Htr5b,Pvalb chandelier Gaba,0.04267375717703349,0.0,0.009569377990430622,0.0,2.3970843694472674,0.009569377990430622,1,9
10x,Htr5b,Sncg Gaba,0.004284299723756906,0.011265820799347473,0.0009208103130755065,0.0020391517128874386,-0.5741062288557098,-0.0011183413998119322,9,3
10x,Htr5b,Sst Chodl Gaba,0.010960541741071429,0.010463806937799044,0.002232142857142857,0.0023923444976076554,0.0346014463600797,-0.0001602016404647984,6,2
